,movie,production_budget,domestic_gross,worldwide_gross,studio,original_language,popularity,release_date,vote_average,vote_count
963,Free Fire,10.0,1.799322,3.793739,A24,en,12.116,2017-04-21,6.3,540
964,A Better Life,10.0,1.759252,1.884251,Sum.,en,5.885,2011-06-24,7.1,97
965,A Better Life,10.0,1.759252,1.884251,Sum.,en,0.6,2015-05-01,10.0,1
966,The Joneses,10.0,1.475746,3.541565,RAtt.,en,6.4239999999999995,2010-04-16,6.2,312
967,The Joneses,10.0,1.475746,3.541565,RAtt.,en,0.634,2016-04-28,6.0,1
968,Killer Joe,10.0,1.291645,4.65911,LD,en,13.742,2012-07-27,6.5,703
969,Churchill,10.0,1.279681,7.582196,Cohen,en,7.692,2017-06-02,6.1,150
970,Coriolanus,10.0,0.749641,2.179623,Wein.,en,8.016,2012-01-19,6.0,215
971,Welcome to the Rileys,10.0,0.152857,0.355919,Gold.,en,8.347999999999999,2010-10-29,6.5,241
972,High School,10.0,0.139034,0.248133,Anch.,en,5.7620000000000005,2010-06-03,5.8,68
973,Strangerland,10.0,0.017472,0.161097,Alc,en,5.91,2015-07-10,5.2,135
974,Friend Request,9.9,3.759078,11.310835,ENTMP,en,2.1069999999999998,2013-05-05,5.5,43
975,Amour,9.7,6.738954,36.787044,SPC,fr,10.705,2012-12-19,7.7,746
976,The Runaways,9.5,3.573673,5.278632,App.,en,8.19,2010-03-19,6.4,448
977,Melancholia,9.4,3.030848,21.817298,Magn.,da,11.123,2011-11-11,7.1,1642
978,Kites,9.2,1.685269,17.155193,Relbig.,hi,6.058,2010-05-21,5.8,67
979,The Purge: Anarchy,9.0,71.56255,111.534881,Uni.,en,28.424,2014-07-18,6.6,3754
980,Ouija: Origin of Evil,9.0,35.144505,81.831866,Uni.,en,11.823,2016-10-21,6.0,1416
981,Black or White,9.0,21.571189,21.971021,Rela.,en,8.05,2015-01-30,6.8,193
982,The Edge of Seventeen,9.0,14.431633,19.096003,STX,en,11.546,2016-11-18,7.2,2224
983,Jackie,9.0,13.960394,36.588512,FoxS,en,8.818999999999999,2016-12-02,6.4,1420
984,Loving,9.0,7.710234,12.898064,Focus,en,8.506,2016-11-04,6.7,529
985,The Sapphires,9.0,2.450867,20.39504,Wein.,en,6.16,2013-03-22,6.7,97
986,Destroyer,9.0,1.533324,3.681096,Annapurna,en,17.815,2018-12-25,5.9,176
987,Leaves of Grass,9.0,0.070066,0.085527,First,en,5.996,2010-09-17,6.0,214
988,Skin Trade,9.0,0.001242,0.001242,Magn.,en,9.362,2014-11-07,5.6,96
989,Polisse,8.9,0.176988,22.744132,IFC,fr,7.682,2011-11-11,7.8,670
990,Manchester by the Sea,8.5,47.695371,77.733867,RAtt.,en,16.637999999999998,2016-11-18,7.5,3176
991,The DUFF,8.5,34.030343,43.528634,LGF,en,9.054,2015-02-20,6.8,2987
992,Nightcrawler,8.5,32.381218,50.334418,ORF,en,25.596999999999998,2014-10-31,7.7,5860
993,Baggage Claim,8.5,21.569509,22.885836,FoxS,en,8.666,2013-09-27,5.4,127
994,Middle School: The Worst Years of My Life,8.5,20.007149,23.311293,LGF,en,8.479,2016-10-07,7.0,190
995,The Rover,8.5,1.109199,3.180252,A24,en,13.527999999999999,2014-07-18,6.2,435
996,Easy A,8.0,58.401464,76.200721,SGem,en,14.69,2010-09-17,6.8,4168
997,50/50,8.0,35.016118,41.334735,Sum.,en,12.450999999999999,2011-09-30,7.1,2111
998,A Walk in the Woods,8.0,29.499394,37.119358,BG,en,6.935,2015-09-02,5.9,402
999,That Awkward Moment,8.0,26.068955,53.068955,Focus,en,8.649,2014-01-31,6.1,1759
1000,Enough Said,8.0,17.550872,25.621449,FoxS,en,8.722000000000001,2013-09-18,6.7,464
1001,Begin Again,8.0,16.170632,68.838736,Wein.,en,10.828,2014-07-11,7.2,2089
1002,Prom,8.0,10.130219,10.763183,BV,en,6.9110000000000005,2011-04-29,6.0,276
1003,Me and Earl and the Dying Girl,8.0,6.758416,9.26618,FoxS,en,8.677,2015-06-12,7.6,1570
1004,It's Kind of a Funny Story,8.0,6.363628,6.63295,Focus,en,10.01,2010-10-08,7.0,1324
1005,Morgan,8.0,3.915251,7.298786,Fox,en,1.111,2012-01-07,6.7,12
1006,Morgan,8.0,3.915251,7.298786,Fox,en,9.912,2016-09-02,5.7,843
1007,Anomalisa,8.0,3.759286,5.706168,Par.,en,10.285,2015-12-30,7.1,927
1008,Another Year,8.0,3.205706,20.005613,SPC,en,9.394,2010-12-29,7.0,150
1009,Lean on Pete,8.0,1.163056,2.455027,A24,en,9.307,2018-04-06,6.9,133
1010,Made in Dagenham,8.0,1.095369,15.644196,SPC,en,7.275,2010-11-19,6.6,150
1011,Wild Target,8.0,0.109338,5.314194,Free,en,9.355,2010-10-29,6.4,356
1012,A Street Cat Named Bob,8.0,0.082703,17.382693,Cleopatra,en,7.12,2016-11-18,7.5,500
1014,Albert Nobbs,7.5,3.014696,8.539003,RAtt.,en,6.277,2011-12-21,6.3,227
1015,The Neon Demon,7.5,1.333124,3.559803,BG,en,11.787,2016-06-14,6.6,2005
1016,The Bye Bye Man,7.4,22.395806,31.187727,STX,en,9.847000000000001,2017-01-13,5.1,678
1017,Harry Brown,7.3,1.818681,12.023606,Gold.,en,10.555,2010-04-30,6.8,505
1018,Magic Mike,7.0,113.721571,170.549753,WB,en,13.7,2012-06-29,6.1,1850
1019,Jumping the Broom,7.0,37.295394,38.158601,TriS,en,8.477,2011-05-06,6.0,103
1020,Gifted,7.0,24.801212,36.964656,FoxS,en,16.745,2017-04-12,7.9,2035
1021,Dope,7.0,17.50647,18.190831,ORF,en,9.246,2015-06-19,7.2,954
1022,Devil's Due,7.0,15.821461,36.146087,Fox,en,5.893,2014-01-17,4.5,303
1023,Get Low,7.0,9.176933,10.828305,SPC,en,8.215,2010-01-22,6.7,135
1024,Cyrus,7.0,7.468936,10.062896,FoxS,en,7.735,2010-06-18,6.0,201
1025,Somewhere,7.0,1.785645,17.023121,Focus,en,7.596,2010-12-22,6.1,376
1026,We Need to Talk About Kevin,7.0,1.738692,10.765283,Osci.,en,11.964,2011-12-09,7.6,1306
1027,The Christmas Candle,7.0,1.632,1.933829,ELS,en,1.4,2013-11-22,6.0,15
1028,Freeheld,7.0,0.546201,1.732228,LGF,en,7.313,2015-10-02,7.3,360
1029,Dom Hemingway,7.0,0.523511,1.857458,FoxS,en,7.254,2014-04-03,5.8,302
1030,The Extra Man,7.0,0.453377,0.492108,Magn.,en,5.056,2010-08-01,5.9,46
1031,Hesher,7.0,0.382946,0.382946,WHE,en,7.14,2010-01-22,7.0,335
1032,Annabelle,6.5,84.273813,256.86292,WB (NL),en,13.989,2014-10-03,5.6,3357
1033,Shame,6.5,4.002293,20.412841,FoxS,en,13.152000000000001,2011-12-02,7.0,1607
1034,The East,6.5,2.274649,3.027956,FoxS,en,8.044,2013-05-31,6.6,438
1035,The Possession of Hannah Grace,6.0,14.836174,42.785387,SGem,en,20.262999999999998,2018-11-30,5.1,393
1036,The Words,6.0,11.494838,16.369708,CBS,en,7.2010000000000005,2012-09-07,6.6,628
1037,The Lady in the Van,6.0,10.021175,42.320503,SPC,en,9.269,2015-12-04,6.3,393
1038,Bernie,6.0,9.204489,10.106975,MNE,en,7.518,2012-04-27,6.6,503
1039,The Guard,6.0,5.359774,21.197454,SPC,en,10.177,2011-07-29,6.9,563
1040,Wish I Was Here,6.0,3.591299,6.591365,Focus,en,7.845,2014-01-18,6.6,440
1041,Veronica Mars,6.0,3.322127,3.485383,WB,en,7.821000000000001,2014-03-14,6.7,699
1042,Snow Flower and the Secret Fan,6.0,1.348205,11.348205,FoxS,en,4.519,2011-07-15,5.9,39
1043,Mandy,6.0,1.214525,1.427656,RLJ,en,0.6,2016-01-24,3.5,2
1044,Mandy,6.0,1.214525,1.427656,RLJ,en,16.24,2018-09-13,6.2,618
1045,Song One,6.0,0.032251,0.437089,TFA,en,6.206,2015-01-23,5.6,126
1046,Khiladi 786,5.6,0.385422,14.683763,Eros,en,1.824,2012-12-07,4.7,16
1047,Don Jon,5.5,24.477704,41.268579,Rela.,en,12.78,2013-09-27,5.9,2709
1048,Hell Fest,5.5,11.107431,18.119231,LGF,en,12.955,2018-09-28,5.5,273
1049,Le Havre,5.5,0.611709,13.480196,Jan.,fr,5.973,2011-10-21,6.9,169
1050,Get Out,5.0,176.040665,255.367951,Uni.,en,0.8340000000000001,2010-02-01,5.5,8
1051,Get Out,5.0,176.040665,255.367951,Uni.,en,24.739,2017-02-24,7.5,8760
1052,Split,5.0,138.141585,278.964806,Uni.,en,0.9059999999999999,2012-05-24,5.3,2
1053,Split,5.0,138.141585,278.964806,Uni.,en,25.783,2016-09-26,7.2,10375
1054,Split,5.0,138.141585,278.964806,Uni.,en,2.454,2016-04-07,5.0,5
1055,Split,5.0,138.141585,278.964806,Uni.,en,2.029,2016-08-02,4.8,16
1056,Paranormal Activity 3,5.0,104.028807,207.039844,Par.,en,9.669,2011-10-21,5.9,1197
1057,10 Cloverfield Lane,5.0,72.082999,108.286422,Par.,en,17.892,2016-03-11,6.9,4629
1058,Lights Out,5.0,67.268835,148.80651,WB (NL),en,12.408,2016-07-22,6.3,2220
1059,The Visit,5.0,65.206105,98.677816,Uni.,en,10.196,2015-09-11,6.2,2634
1060,The Visit,5.0,65.206105,98.677816,Uni.,en,1.4,2015-01-26,6.0,12
1061,The Visit,5.0,65.206105,98.677816,Uni.,en,0.631,2015-05-01,8.0,1
1062,Happy Death Day,5.0,55.683845,125.01026,Uni.,en,21.23,2017-10-13,6.6,3211
1063,Paranormal Activity 4,5.0,53.900335,142.817992,Par.,en,8.965,2012-10-19,5.4,1026
1064,Ouija,5.0,50.85601,103.300632,Uni.,en,15.389000000000001,2014-10-24,5.1,1670
1065,The Big Sick,5.0,42.872467,53.97286,LGF,en,12.322000000000001,2017-06-23,7.4,1302
1066,Paranormal Activity: The Marked Ones,5.0,32.462372,90.904854,Par.,en,9.446,2014-01-03,5.3,752
1067,Oculus,5.0,27.695246,44.115496,Rela.,en,10.841,2014-04-03,6.4,1747
1068,Dallas Buyers Club,5.0,27.298285,60.611845,Focus,en,12.389000000000001,2013-11-22,7.9,4961
1069,No Escape,5.0,27.288872,42.844516,Wein.,en,19.005,2015-08-26,6.8,1296
1070,The Lazarus Effect,5.0,25.80157,38.35931,Rela.,en,0.6,2010-02-09,4.8,3
1071,The Lazarus Effect,5.0,25.80157,38.35931,Rela.,en,10.157,2015-02-27,5.1,825
1072,Our Idiot Brother,5.0,24.81483,25.861249,Wein.,en,8.523,2011-08-26,6.1,527
1073,Still Alice,5.0,18.6564,41.699612,SPC,en,10.747,2014-12-05,7.5,1946
1074,Apollo 18,5.0,17.686929,26.517819,W/Dim.,en,8.384,2011-09-02,5.0,486
1075,"Paul, Apostle of Christ",5.0,17.547999,25.529498,Affirm,en,12.005,2018-03-28,7.1,98
1076,Addicted,5.0,17.39077,17.499242,LGF,en,8.295,2014-10-10,5.3,103
1077,Spring Breakers,5.0,14.124286,31.149251,A24,en,10.690999999999999,2013-03-15,5.0,2495
1078,Before I Fall,5.0,12.241072,18.945682,ORF,en,14.584000000000001,2017-03-03,7.0,2135
1079,Fifty Shades of Black,5.0,11.68694,22.113075,ORF,en,8.783999999999999,2016-01-29,4.4,677
1080,The Perfect Match,5.0,9.669521,10.18205,LGF,en,6.875,2016-03-11,5.5,78
1081,Sea Rex 3D: Journey to a Prehistoric World,5.0,6.096582,16.515203,3D,en,2.7460000000000004,2010-05-14,7.4,12
1082,Incarnate,5.0,4.799774,9.371036,BH Tilt,en,7.1370000000000005,2016-12-02,5.2,314
1083,Table 19,5.0,3.614896,4.620399,FoxS,en,7.551,2017-03-03,6.0,604
1084,Green Room,5.0,3.220371,3.807503,A24,en,9.943,2016-04-15,6.8,1314
1085,The Other Side of the Door,5.0,3.000342,12.905107,Fox,en,9.078,2016-03-11,5.3,470
1086,Everything Must Go,5.0,2.712131,2.82101,RAtt.,en,7.492999999999999,2011-05-13,6.0,301
1087,Kill the Messenger,5.0,2.450846,6.656705,Focus,en,10.062000000000001,2014-10-10,6.6,507
1088,Rabbit Hole,5.0,2.229058,6.205034,LGF,en,9.389,2010-12-16,6.8,292
1089,Jem and the Holograms,5.0,2.18464,2.368937,Uni.,en,7.942,2015-10-23,5.4,241
1090,Paterson,5.0,2.141423,10.727536,BST,en,9.486,2016-12-28,7.1,736
1091,Ain't Them Bodies Saints,5.0,0.391611,1.075009,IFC,en,8.166,2013-08-16,6.2,217
1092,Rudderless,5.0,0.056001,0.567219,Gold.,en,8.03,2014-10-17,7.4,149
1093,Mommy,4.9,3.498695,17.536004,RAtt.,en,11.095,2014-08-29,8.3,1399
1094,Only God Forgives,4.8,0.775849,4.49456,RTWC,en,10.196,2013-07-19,5.8,1396
1095,Take Shelter,4.75,1.728953,4.972016,SPC,en,11.235999999999999,2011-09-30,7.2,787
1096,Blackthorn,4.5,0.200558,1.217307,Magn.,en,7.547999999999999,2011-10-07,6.7,111
1097,Maggie,4.5,0.187112,1.02776,RAtt.,en,13.0,2015-05-08,5.3,958
1098,After.Life,4.5,0.108596,2.481925,Anch.,en,9.395,2009-11-07,5.7,416
1099,The Sweeney,4.5,0.026345,8.000366,EOne,en,6.4,2013-03-01,5.9,142
1100,Falcon Rising,4.5,0.011774,0.011774,Free,en,10.059,2014-09-05,5.8,126
1101,Anna,4.357373,0.0,1.2,VE,en,1.463,2017-10-17,3.1,8
1102,Animal Kingdom,4.2,1.044039,8.078683,SPC,en,10.187999999999999,2010-08-13,6.8,399
1103,The Boy Next Door,4.0,36.006065,53.401938,Uni.,en,0.6,2008-11-14,5.7,6
1104,The Boy Next Door,4.0,36.006065,53.401938,Uni.,en,7.062,2015-01-23,4.4,1382
1105,Boyhood,4.0,25.379975,57.273049,IFC,en,11.140999999999998,2014-07-11,7.5,3097
1106,The Kids Are All Right,4.0,20.811365,36.275469,Focus,en,8.426,2010-07-09,6.6,854
1107,A Haunted House 2,4.0,17.329487,21.206861,ORF,en,6.9479999999999995,2014-04-18,5.5,597
1108,The Last Exorcism Part II,4.0,15.179303,25.448707,CBS,en,7.561,2013-03-01,4.5,297
1109,The Darkness,4.0,10.753574,10.898293,BH Tilt,en,8.357000000000001,2016-05-13,4.8,347
1110,Samsara,4.0,2.672413,5.966671,Osci.,en,6.015,2012-08-22,8.2,276
1111,The Art of Getting By,4.0,1.430241,1.989035,FoxS,en,8.695,2011-06-17,6.5,752
1112,Red State,4.0,1.065429,1.983596,SMod,en,7.816,2011-09-23,6.1,472
1113,Holy Motors,4.0,0.641054,4.230426,IM,fr,5.31,2012-10-17,7.0,431
1114,The Face of Love,4.0,0.385069,1.158877,IFC,en,5.519,2014-03-07,6.1,68
1115,Desert Dancer,4.0,0.155271,0.596335,Rela.,en,1.508,2015-03-20,6.9,33
1116,Manglehorn,4.0,0.13227,0.797439,IFC,en,7.6610000000000005,2015-06-19,5.4,94
1117,Stake Land,4.0,0.033245,0.679482,IFC,en,8.799,2010-10-01,6.2,415
1118,13 Sins,4.0,0.009134,0.047552,RTWC,en,10.899000000000001,2014-04-18,6.3,576
1119,Another Happy Day,4.0,0.00912,0.978527,P4,en,5.473,2011-11-18,6.1,60
1120,The Good Heart,3.8,0.02093,0.34093,Magn.,en,2.3209999999999997,2010-04-30,6.4,30
1121,Four Lions,3.75,0.310007,2.436111,Drft.,en,9.968,2010-11-05,7.0,621
1122,Truth or Dare,3.5,41.411015,95.127344,Uni.,en,8.102,2012-08-06,5.6,194
1123,Truth or Dare,3.5,41.411015,95.127344,Uni.,en,0.84,2013-09-13,4.7,3
1124,Truth or Dare,3.5,41.411015,95.127344,Uni.,en,0.6,2014-06-15,7.0,1
1125,Truth or Dare,3.5,41.411015,95.127344,Uni.,en,4.354,2017-10-08,5.2,50
1126,Truth or Dare,3.5,41.411015,95.127344,Uni.,en,14.354000000000001,2018-04-13,6.0,2005
1127,The Witch,3.5,25.138705,40.45452,A24,en,13.493,2016-02-19,6.6,2931
1128,Winchester,3.5,25.091816,44.37804,LGF,en,12.44,2018-02-02,5.7,884
1129,Dark Skies,3.5,17.418667,27.704111,W/Dim.,en,11.582,2013-02-22,6.1,1004
1130,Believe,3.5,0.890303,0.890303,ORF,en,1.327,2013-09-27,5.9,12
1131,Believe,3.5,0.890303,0.890303,ORF,en,1.536,2016-12-02,6.5,11
1132,American Honey,3.5,0.663247,2.61175,A24,en,8.777999999999999,2016-09-30,6.7,417
1133,Margin Call,3.4,5.353586,20.433227,RAtt.,en,9.498,2011-10-21,6.8,856
1134,Whiplash,3.3,13.092006,38.969037,SPC,en,6.297999999999999,2013-01-18,7.9,94
1135,Whiplash,3.3,13.092006,38.969037,SPC,en,28.784000000000002,2014-10-10,8.4,7908
1136,Beginners,3.2,5.790894,14.314407,Focus,en,10.322000000000001,2011-06-17,6.9,532
1137,The Meddler,3.2,4.267219,5.526942,SPC,en,7.725,2016-04-22,5.8,186
1138,Paranormal Activity 2,3.0,84.752907,177.512032,Par.,en,8.163,2010-10-21,5.7,1342
1139,War Room,3.0,67.790117,73.975239,TriS,en,7.419,2015-08-28,7.5,171
1140,The Purge,3.0,64.473115,91.266581,Uni.,en,24.364,2013-06-06,6.2,4797
1141,Sinister,3.0,48.086903,87.727807,LG/S,en,0.6,2011-05-03,3.8,8
1142,Sinister,3.0,48.086903,87.727807,LG/S,en,13.117,2012-10-12,6.8,2935
1143,Upgrade,3.0,11.97713,16.553285,BH Tilt,en,21.413,2018-06-01,7.4,1326
1144,Before Midnight,3.0,8.110621,23.25193,SPC,en,11.765,2013-06-14,7.4,1039
1145,Swiss Army Man,3.0,4.210454,5.837111,A24,en,10.0,2016-06-24,6.9,1789
1146,Frances Ha,3.0,4.067398,11.262769,IFC,en,9.42,2013-05-17,7.4,624
1147,Please Give,3.0,4.033574,4.570178,SPC,en,5.945,2010-01-22,6.3,81
1148,Compadres,3.0,3.127773,7.445044,PNT,es,1.9269999999999998,2016-04-22,5.1,21
1149,Letters to God,3.0,2.848587,3.237452,Viv.,en,4.242,2010-04-09,6.9,71
1150,Tusk,3.0,1.821983,1.887554,A24,en,8.655,2014-09-19,5.3,601
1151,The Wall,3.0,1.803064,4.495262,RAtt.,en,8.142000000000001,2017-05-12,6.1,407
1152,Damsels in Distress,3.0,1.007535,1.324299,SPC,en,6.625,2012-04-06,5.5,103
1153,The D Train,3.0,0.669688,0.772366,IFC,xx,0.6,2011-01-01,6.0,2
1154,The D Train,3.0,0.669688,0.772366,IFC,en,6.465,2015-05-08,4.6,125
1155,Bachelorette,3.0,0.44677,12.577401,RTWC,en,7.05,2012-09-06,5.4,755
1156,Chain Letter,3.0,0.205842,1.022453,NFC,en,6.44,2010-10-01,4.1,63
1157,Before We Go,3.0,0.037151,0.483938,RTWC,en,8.232999999999999,2015-05-21,6.5,985
1158,Freakonomics,2.9,0.10127,0.172867,Magn.,en,5.705,2010-10-01,6.6,57
1159,Ida,2.6,3.82706,15.298355,MBox,pl,7.568,2014-05-02,7.3,455
1160,A Haunted House,2.5,40.041683,59.922558,ORF,en,6.909,2013-01-11,5.5,871
1161,Kevin Hart: Let Me Explain,2.5,32.244051,32.327255,LG/S,en,8.476,2013-07-03,6.9,142
1162,The Spectacular Now,2.5,6.852971,6.916951,A24,en,13.679,2013-09-13,6.6,1801
1163,Hunt for the Wilderpeople,2.5,5.205471,23.845533,Orch.,en,12.545,2016-06-24,7.8,915
1164,Robot & Frank,2.5,3.317468,4.934356,Gold.,en,7.485,2012-08-16,6.9,620
1165,Super,2.5,0.327716,0.593933,IFC,en,11.36,2011-03-31,6.6,726
1166,Do You Believe?,2.3,12.9856,14.304931,PFR,en,5.599,2015-03-20,7.0,72
1167,Eden,2.3,0.0,0.0,BG,en,6.877000000000001,2012-03-11,6.8,100
1168,Eden,2.3,0.0,0.0,BG,en,5.372999999999999,2015-06-19,5.8,57
1169,Eden,2.3,0.0,0.0,BG,en,0.6,2014-10-04,5.0,2
1170,Eden,2.3,0.0,0.0,BG,en,3.0610000000000004,2015-09-18,5.4,29
1171,Eden,2.3,0.0,0.0,BG,en,0.6,2018-11-25,0.0,1
1172,Courageous,2.0,34.522221,35.185884,TriS,en,7.406000000000001,2011-09-30,7.0,128
1173,It Follows,2.0,14.674077,23.250755,RTWC,en,18.419,2015-03-27,6.5,3485
1174,Silent House,2.0,12.739737,16.61076,ORF,en,7.079,2011-01-21,5.2,184
1175,Hardcore Henry,2.0,9.252038,17.187434,STX,en,10.459000000000001,2016-04-06,6.2,1294
1176,Winter's Bone,2.0,6.531503,16.131551,RAtt.,en,9.824,2010-06-11,6.9,931
1177,The Florida Project,2.0,5.904366,11.295324,A24,en,11.597000000000001,2017-10-06,7.4,1125
1178,All Saints,2.0,5.802208,5.941994,Affirm,en,4.042,2017-08-25,6.1,25
1179,Inside Job,2.0,4.311834,7.799257,SPC,en,9.514,2010-10-08,7.8,466
1180,We Are Your Friends,2.0,3.591417,10.153415,WB,en,10.809000000000001,2015-08-28,6.3,1241
1181,The Diary of a Teenage Girl,2.0,1.477002,2.279959,SPC,en,9.382,2015-08-28,6.7,460
1182,Locke,2.0,1.370646,2.08839,A24,en,9.128,2014-04-25,6.9,1370
1183,Meek's Cutoff,2.0,0.977772,1.869928,Osci.,en,7.309,2010-10-08,6.5,113
1184,The Babadook,2.0,0.950792,7.482387,IFC,en,11.502,2014-11-28,6.4,3528
1185,Knock Knock,2.0,0.036336,6.328516,LGP,en,17.867,2015-10-09,5.0,1490
1186,The First Time,2.0,0.017061,0.017061,Gold.,en,11.25,2012-10-19,7.0,1426
1187,Buried,1.98765,1.044143,21.27029,LGF,en,10.888,2010-09-24,6.6,1487
1188,Nowhere Boy,1.9,1.445366,7.785229,Wein.,en,7.099,2010-01-27,7.3,469
1189,Submarine,1.9,0.467602,4.581937,Wein.,en,7.412000000000001,2011-06-03,7.4,770
1190,The Square,1.9,0.406216,0.740932,Magn.,ar,5.596,2013-10-25,7.8,84
1191,The Square,1.9,0.406216,0.740932,Magn.,en,9.396,2017-10-27,6.9,606
1194,The Last Exorcism,1.8,41.03435,70.1659,LGF,en,9.35,2010-08-27,5.6,519
1195,Beasts of the Southern Wild,1.8,12.795746,23.265132,FoxS,en,7.53,2012-06-29,6.9,605
1196,Higher Ground,1.8,0.841056,0.842693,SPC,en,4.545,2011-08-26,5.9,21
1197,I Spit on Your Grave,1.75,0.093051,1.278471,Anch.,en,13.102,2010-10-08,6.3,977
1198,The Lunchbox,1.7,4.2315,12.2315,SPC,hi,5.888,2014-02-28,7.3,350
1199,Two Night Stand,1.6,0.0156,0.868081,EOne,en,9.191,2014-09-26,6.5,1241
1200,Insidious,1.5,54.00915,99.870886,FD,en,16.197,2011-04-01,6.9,3582
1201,Unsane,1.5,7.690044,14.244931,BST,en,16.316,2018-03-23,6.2,667
1202,The Disappearance of Alice Creed,1.5,0.16698,1.605139,Anch.,en,9.087,2010-04-30,6.6,280
1203,Mustang,1.4,0.845464,5.552584,Cohen,tr,7.459,2015-11-20,8.0,755
1204,Dear White People,1.25,4.404154,5.403771,RAtt.,en,7.455,2014-10-17,6.1,296
1205,The Devil Inside,1.0,53.262945,101.75949,Par.,en,7.403,2012-01-06,4.7,441
1206,Unfriended,1.0,32.789645,64.364198,Uni.,en,8.12,2015-04-17,5.4,2019
1207,You're Next,1.0,18.494006,26.887177,LGF,en,11.45,2013-08-23,6.6,1258
1208,Chernobyl Diaries,1.0,18.11964,42.411721,WB,en,14.658,2012-05-25,5.0,842
1209,Blue Valentine,1.0,9.737892,16.56624,Wein.,en,8.994,2010-12-29,6.9,1677
1210,Unfriended: Dark Web,1.0,8.866745,16.434588,BH Tilt,en,17.861,2018-07-20,6.1,365
1211,The Green Inferno,1.0,7.192291,12.93142,BH Tilt,en,13.67,2013-11-02,5.2,619
1212,The Sessions,1.0,6.002451,11.495204,FoxS,en,6.46,2012-10-18,6.9,296
1213,The Skeleton Twins,1.0,5.284309,5.797192,RAtt.,en,10.341,2014-09-12,6.7,394
1214,Obvious Child,1.0,3.122616,3.32407,A24,en,8.232000000000001,2014-06-06,6.7,256
1215,Martha Marcy May Marlene,1.0,2.981038,5.438911,FoxS,en,9.477,2011-10-21,6.7,413
1216,Patti Cake$,1.0,0.800148,1.47109,FoxS,en,6.934,2017-08-18,7.0,122
1217,Palo Alto,1.0,0.767732,1.156309,Trib.,en,7.2620000000000005,2014-05-09,6.4,528
1218,The Future,1.0,0.568662,1.239174,RAtt.,en,3.8360000000000003,2011-07-29,5.8,38
1219,I Origins,1.0,0.336472,0.852399,FoxS,en,8.459,2014-07-18,7.6,1814
1220,The Invitation,1.0,0.231738,0.354836,Drft.,en,10.424000000000001,2015-03-13,6.5,1063
1221,Camp X-Ray,1.0,0.009837,0.101053,IFC,en,15.237,2014-10-17,6.8,618
1222,Fruitvale Station,0.9,16.098998,17.549645,Wein.,en,9.587,2013-07-26,7.4,645
1223,Circumstance,0.9,0.454121,0.958978,RAtt.,fa,2.86,2011-08-26,6.9,45
1224,Kill List,0.8,0.029063,0.462206,IFC,en,7.0360000000000005,2012-01-04,6.1,332
1225,Safety Not Guaranteed,0.75,4.010957,4.422318,FD,en,9.214,2012-06-08,6.9,792
1226,The Innkeepers,0.75,0.078396,1.011535,Magn.,en,8.494,2011-12-30,5.5,324
1227,They Will Have to Kill Us First,0.6,0.0,0.007943,BBC,fr,0.6,2015-08-04,5.0,1
1228,Monsters,0.5,0.237301,5.63973,Magn.,en,10.175,2010-10-29,6.2,848
1229,Monsters,0.5,0.237301,5.63973,Magn.,en,1.122,2015-10-28,7.4,5
1230,Rubber,0.5,0.10037,0.680914,Magn.,en,8.318999999999999,2010-09-01,5.9,417
1231,The Journey,0.5,0.0198,0.0198,IFC,en,1.893,2017-06-16,6.7,20
1232,Jackpot,0.4,0.044452,0.044452,DR,en,0.6,2012-07-14,6.0,1
1233,Compliance,0.27,0.319285,0.8307,Magn.,en,6.93,2012-08-24,6.4,340
1234,Like Crazy,0.25,3.395391,3.7284,ParV,en,10.091000000000001,2011-10-28,6.5,638
1235,The Canyons,0.25,0.059671,0.062375,IFC,en,6.937,2013-07-29,4.3,134
1236,Another Earth,0.175,1.321194,2.102779,FoxS,en,10.03,2011-07-22,6.7,853
1237,Sound of My Voice,0.135,0.408015,0.429448,FoxS,en,7.212000000000001,2011-01-22,6.4,169
1238,Your Sister's Sister,0.12,1.597486,3.090593,IFC,en,7.115,2012-06-14,6.6,192
1239,The Gallows,0.1,22.76441,41.656474,WB (NL),en,9.166,2015-07-10,4.8,591
1240,A Ghost Story,0.1,1.594798,2.769782,A24,en,11.886,2017-07-07,7.0,906
1241,Tiny Furniture,0.05,0.391674,0.424149,IFC,en,6.695,2010-11-12,5.9,82
